Address Part 1,Address Part 2,Full Address,Latitude,Longitude
16520 16520 Lincoln Highway,"BREEZEWOOD , Pennsylvania 15533","16520 16520 Lincoln Highway, BREEZEWOOD , Pennsylvania 15533",39.9989883,-78.2356884
1720 Harrisburg Pike,"Carlisle, Pennsylvania 17015","1720 Harrisburg Pike, Carlisle, Pennsylvania 17015",40.2333304,-77.1195393
12604 Dunnings Hwy,"Claysburg, Pennsylvania 16625","12604 Dunnings Hwy, Claysburg, Pennsylvania 16625",40.2734162,-78.4597421
1308 Freedom Road,"Cranberry, Pennsylvania 16066-5012","1308 Freedom Road, Cranberry, Pennsylvania 16066-5012",40.6839919,-80.1085852
1350 Reading Road,"Bowmansville, Pennsylvania 17507","1350 Reading Road, Bowmansville, Pennsylvania 17507",40.2022919,-76.0157695
425 South Main Street,"Doylestown, Pennsylvania 18901","425 South Main Street, Doylestown, Pennsylvania 18901",40.3001528,-75.1273065
100 Trolley Line Drive Building B1,"Easton, Pennsylvania 18045","100 Trolley Line Drive Building B1, Easton, Pennsylvania 18045",40.7389555,-75.2635741
551 W Uwchlan Ave,"Exton, Pennsylvania 19341","551 W Uwchlan Ave, Exton, Pennsylvania 19341",40.0475263,-75.6629002
5 Marsh Road,"Elverson, Pennsylvania 19520","5 Marsh Road, Elverson, Pennsylvania 19520",40.1224005,-75.7767333
891  East Main Street,"Ephrata, Pennsylvania 17522","891  East Main Street, Ephrata, Pennsylvania 17522",40.1633626,-76.1532538
2225 Downs Drive,"Erie, Pennsylvania 16509-4793","2225 Downs Drive, Erie, Pennsylvania 16509-4793",42.0497276,-80.0853418
8180  Perry Highway,"Erie, Pennsylvania 16509","8180  Perry Highway, Erie, Pennsylvania 16509",42.0656326,-80.0366456
1867 Rich Highway,"Falls Creek, Pennsylvania 15840-9515","1867 Rich Highway, Falls Creek, Pennsylvania 15840-9515",41.1415886,-78.7856942
1145 Virginia Dr,"Fort Washington, Pennsylvania 19034","1145 Virginia Dr, Fort Washington, Pennsylvania 19034",40.1392682,-75.1722312
2615 Nicholson Road & Wexford Bayne Road,"Franklin Park, Pennsylvania 15143-8504","2615 Nicholson Road & Wexford Bayne Road, Franklin Park, Pennsylvania 15143-8504",40.6130025,-80.1001942
30 Camp Letterman Drive,"Gettysburg, Pennsylvania 17325","30 Camp Letterman Drive, Gettysburg, Pennsylvania 17325",39.8442325,-77.1988111
970 Baltimore Pike,"Glen Mills, Pennsylvania 19342","970 Baltimore Pike, Glen Mills, Pennsylvania 19342",39.883075,-75.5350583
1931 Butler Pike,"Grove City, Pennsylvania 16127","1931 Butler Pike, Grove City, Pennsylvania 16127",41.1442441,-80.1568102
515 Lowland Road,"Hamburg, Pennsylvania 19526","515 Lowland Road, Hamburg, Pennsylvania 19526",40.5645053,-76.0081817
3819 Union Deposit Rd,"Harrisburg, Pennsylvania 17109-5920","3819 Union Deposit Rd, Harrisburg, Pennsylvania 17109-5920",40.2776759,-76.8259939
2381 S. Hermitage Road,"Hermitage, Pennsylvania 16148","2381 S. Hermitage Road, Hermitage, Pennsylvania 16148",41.2014301,-80.4557716
256 Danner Road,"Jim Thorpe, Pennsylvania 18229","256 Danner Road, Jim Thorpe, Pennsylvania 18229",40.9703043,-75.6319654
256 Danner Road,"Jim Thorpe, Pennsylvania 18229","256 Danner Road, Jim Thorpe, Pennsylvania 18229",40.9703043,-75.6319654
314 South Henderson Road,"King of Prussia, Pennsylvania 19406","314 South Henderson Road, King of Prussia, Pennsylvania 19406",40.0915707,-75.3590719
518 Greenfield Road,"Lancaster, Pennsylvania 17601","518 Greenfield Road, Lancaster, Pennsylvania 17601",40.0524988,-76.2547009
639 East Lincoln Highway,"Middletown Township, Pennsylvania 19047","639 East Lincoln Highway, Middletown Township, Pennsylvania 19047",40.1635083,-74.9042234
5 Matthews Road,"Malvern, Pennsylvania 19355","5 Matthews Road, Malvern, Pennsylvania 19355",40.0504942,-75.5244998
85  West Wellsboro Street,"Mansfield, Pennsylvania 16933","85  West Wellsboro Street, Mansfield, Pennsylvania 16933",41.8052729,-77.0843266
111 Hulst Dr,"Matamoras, Pennsylvania 18336","111 Hulst Dr, Matamoras, Pennsylvania 18336",41.3532159,-74.7225504
1415 S Market St,"Mechanicsburg, Pennsylvania 17055","1415 S Market St, Mechanicsburg, Pennsylvania 17055",40.1940342,-76.9922075
5477  Nittany Valley Drive,"Mill Hall , Pennsylvania 17751","5477  Nittany Valley Drive, Mill Hall , Pennsylvania 17751",41.0250727,-77.5246123
317 Old Haymaker Rd,"Monroeville, Pennsylvania 15146","317 Old Haymaker Rd, Monroeville, Pennsylvania 15146",40.4454105,-79.7600441
1035 Shoppes Blvd.,"Moosic, Pennsylvania 18507-2140","1035 Shoppes Blvd., Moosic, Pennsylvania 18507-2140",41.362514,-75.6768091
91 Lower Silver Lake Rd,"Newtown, Pennsylvania 18940","91 Lower Silver Lake Rd, Newtown, Pennsylvania 18940",40.227961,-74.9033089
7821 U.S. 30,"North Huntingdon, Pennsylvania 15642-0000","7821 U.S. 30, North Huntingdon, Pennsylvania 15642-0000",40.3144476,-79.6718301
593 Dekalb Pike,"North Wales, Pennsylvania 19454","593 Dekalb Pike, North Wales, Pennsylvania 19454",40.219129,-75.2470904
34 South 11th Street,"Philadelphia, Pennsylvania 19107","34 South 11th Street, Philadelphia, Pennsylvania 19107",39.9508991,-75.158684
2501 Church Street,"Philadelphia, Pennsylvania 19124","2501 Church Street, Philadelphia, Pennsylvania 19124",40.002428,-75.0813074
420 North 20th Street,"Philadelphia, Pennsylvania 19130","420 North 20th Street, Philadelphia, Pennsylvania 19130",39.9619177,-75.1715669
2600 Pennrose Avenue,"Philadelphia, Pennsylvania 19145","2600 Pennrose Avenue, Philadelphia, Pennsylvania 19145",39.9037299,-75.1970972
5550 Centre Avenue,"Pittsburgh, Pennsylvania 15232","5550 Centre Avenue, Pittsburgh, Pennsylvania 15232",40.456503,-79.9346192
260 West Schuylkill Road,"Pottstown, Pennsylvania 19465","260 West Schuylkill Road, Pottstown, Pennsylvania 19465",40.2330647,-75.6582326
5060  Perkiomen Avenue,"Reading, Pennsylvania 19606","5060  Perkiomen Avenue, Reading, Pennsylvania 19606",40.3014329,-75.8536715
327 Industrial Park Road,"Somerset, Pennsylvania 15501","327 Industrial Park Road, Somerset, Pennsylvania 15501",39.9990473,-79.0464746
179 North Plaza Access Road,"Somerset, Pennsylvania 15501","179 North Plaza Access Road, Somerset, Pennsylvania 15501",40.0002311,-79.0447138
1030 North Center Avenue,"Somerset, Pennsylvania 15501-1032","1030 North Center Avenue, Somerset, Pennsylvania 15501-1032",40.0174394,-79.0775955
5900 Bristol Pike,"Bristol, Pennsylvania 19007","5900 Bristol Pike, Bristol, Pennsylvania 19007",40.117642,-74.844682
223 Colonnade Boulevard,"State College, Pennsylvania 16803","223 Colonnade Boulevard, State College, Pennsylvania 16803",40.8159956,-77.9015683
1000 Premium Outlets Dr,"Tannersville, Pennsylvania 18372-7905","1000 Premium Outlets Dr, Tannersville, Pennsylvania 18372-7905",41.0495489,-75.3132464
331 Washington Road,"Washington, Pennsylvania 15301","331 Washington Road, Washington, Pennsylvania 15301",40.1864105,-80.2289233
3400 Wilkes-Barre Twp Commons,"Wilkes-Barre Township, Pennsylvania 18702","3400 Wilkes-Barre Twp Commons, Wilkes-Barre Township, Pennsylvania 18702",41.2374674,-75.8448618
105 Maynard Street,"Williamsport, Pennsylvania 17701","105 Maynard Street, Williamsport, Pennsylvania 17701",41.2330948,-77.0200395
160 Leader Heights Road,"York, Pennsylvania 17403","160 Leader Heights Road, York, Pennsylvania 17403",39.9101038,-76.7013626
1000 Division Street,"East Greenwich, Rhode Island 02818-1626","1000 Division Street, East Greenwich, Rhode Island 02818-1626",41.6618076,-71.4969302
3302 E Main Rd,"Portsmouth, Rhode Island 02871","3302 E Main Rd, Portsmouth, Rhode Island 02871",41.6176399,-71.2466639
288 Kinsley Ave,"Providence, Rhode Island 02903","288 Kinsley Ave, Providence, Rhode Island 02903",41.828302,-71.4270273
1175 Main St,"Richmond , Rhode Island 02898","1175 Main St, Richmond , Rhode Island 02898",41.5140056,-71.6983889
1776  Post Road,"Warwick , Rhode Island 02888","1776  Post Road, Warwick , Rhode Island 02888",41.7329233,-71.4358848
3040 Charleston Hwy,"Cayce, South Carolina 29172","3040 Charleston Hwy, Cayce, South Carolina 29172",33.9286005,-81.0775367
320  Harbison Boulevard,"Columbia, South Carolina 29212","320  Harbison Boulevard, Columbia, South Carolina 29212",34.0729376,-81.1546728
494 Town Center Pl,"Columbia, South Carolina 29229","494 Town Center Pl, Columbia, South Carolina 29229",34.127245,-80.8776012
8910 Farrow Road,"Columbia, South Carolina 29203-9729","8910 Farrow Road, Columbia, South Carolina 29203-9729",34.1064469,-80.9512246
272  Herring Road,"Fair Play, South Carolina 29643","272  Herring Road, Fair Play, South Carolina 29643",34.5043671,-82.9656007
3390 North Williston Road,"Florence , South Carolina 29506","3390 North Williston Road, Florence , South Carolina 29506",34.2721202,-79.7029025
2701 David H McLeod Blvd,"Florence, South Carolina 29501-4043","2701 David H McLeod Blvd, Florence, South Carolina 29501-4043",34.1906314,-79.8295041
3725  Avenue of the Carolinas,"Fort Mill , South Carolina 29708","3725  Avenue of the Carolinas, Fort Mill , South Carolina 29708",35.0965169,-80.9354484
108 Carolina Point,"Greenville, South Carolina 29607-5765","108 Carolina Point, Greenville, South Carolina 29607-5765",34.825442,-82.3076564
605 Haywood Rd,"Greenville, South Carolina 29607","605 Haywood Rd, Greenville, South Carolina 29607",34.8488343,-82.340696
16319 Whyte Hardee Blvd,"Hardeeville, South Carolina 29927","16319 Whyte Hardee Blvd, Hardeeville, South Carolina 29927",32.2697472,-81.0805073
1123  South Lake Drive,"Lexington, South Carolina 29073","1123  South Lake Drive, Lexington, South Carolina 29073",33.9514672,-81.2326932
2000 Coastal Grand Circle,"Myrtle Beach, South Carolina 29577-9798","2000 Coastal Grand Circle, Myrtle Beach, South Carolina 29577-9798",33.702387,-78.9235203
4855 Tanger Outlet Boulevard,"North Charleston, South Carolina 29418","4855 Tanger Outlet Boulevard, North Charleston, South Carolina 29418",32.8722139,-80.0156994
4898 Hwy 17 S,"North Myrtle Beach, South Carolina 29582","4898 Hwy 17 S, North Myrtle Beach, South Carolina 29582",33.8001838,-78.7447163
3615  Saint Matthews Road,"Orangeburg , South Carolina 29118","3615  Saint Matthews Road, Orangeburg , South Carolina 29118",33.552817,-80.8279175
2401 River Road,"Piedmont, South Carolina 29673","2401 River Road, Piedmont, South Carolina 29673",34.7572328,-82.4740911
11142 North Jacob Smart Blvd,"Ridgeland, South Carolina 29936","11142 North Jacob Smart Blvd, Ridgeland, South Carolina 29936",32.4851102,-80.9775601
114 Bradford Blvd,"Santee, South Carolina 29142-8931","114 Bradford Blvd, Santee, South Carolina 29142-8931",33.4859415,-80.4763769
2100 Winchester Pl,"Spartanburg, South Carolina 29301","2100 Winchester Pl, Spartanburg, South Carolina 29301",34.9368667,-81.9826026
5982  West Jim Bilton Boulevard,"Saint George, South Carolina 29477","5982  West Jim Bilton Boulevard, Saint George, South Carolina 29477",33.1962698,-80.5995103
500 Buff Boulevard,"Summerton, South Carolina 29148","500 Buff Boulevard, Summerton, South Carolina 29148",33.5869388,-80.3573388
2098  Bells Highway,"Walterboro, South Carolina 29488","2098  Bells Highway, Walterboro, South Carolina 29488",32.9342705,-80.6918546
810  US-17,"Yemassee, South Carolina 29945","810  US-17, Yemassee, South Carolina 29945",32.6335583,-80.8750281
800 Mount Rushmore Road,"Custer, South Dakota 57730-2033","800 Mount Rushmore Road, Custer, South Dakota 57730-2033",43.7673907,-103.5946269
1305 W. Havens Street,"Mitchell, South Dakota 57301-4116","1305 W. Havens Street, Mitchell, South Dakota 57301-4116",43.7012546,-98.0425506
302 W 5th St.,"Murdo, South Dakota 57559","302 W 5th St., Murdo, South Dakota 57559",43.8870845,-100.710205
1000 E Dakota Highway 16,"Oacoma, South Dakota 57365-0000","1000 E Dakota Highway 16, Oacoma, South Dakota 57365-0000",43.8024727,-99.3994186
2200 N. Maple Ave.,"Rapid City, South Dakota 57701-7854","2200 N. Maple Ave., Rapid City, South Dakota 57701-7854",44.1070559,-103.2118893
1900 South Marion Rd,"Sioux Falls, South Dakota 57106-3636","1900 South Marion Rd, Sioux Falls, South Dakota 57106-3636",43.5273774,-96.7897247
2410 S Dakota Hwy 10,"Sisseton, South Dakota 57262","2410 S Dakota Hwy 10, Sisseton, South Dakota 57262",45.6601784,-97.0385057
3275 Old Belle Rd,"Spearfish, South Dakota 57783-6222","3275 Old Belle Rd, Spearfish, South Dakota 57783-6222",44.5201297,-103.8906036
418 Main Street,"Wall, South Dakota 57790","418 Main Street, Wall, South Dakota 57790",43.9935704,-102.2414574
1320 9th Avenue Southeast,"Watertown, South Dakota 57201","1320 9th Avenue Southeast, Watertown, South Dakota 57201",44.888206,-97.0937043
2819 Wilma Rudolph Blvd,"Clarksville, Tennessee 37040","2819 Wilma Rudolph Blvd, Clarksville, Tennessee 37040",36.5900343,-87.2914457
780 Old Hickory Boulevard,"Brentwood, Tennessee 37027","780 Old Hickory Boulevard, Brentwood, Tennessee 37027",36.042994,-86.7785547
416 Pinnacle Parkway,"Bristol, Tennessee 37620-8629","416 Pinnacle Parkway, Bristol, Tennessee 37620-8629",36.5920039,-82.2608551
2100 Hamilton Place Boulevard,"Chattanooga, Tennessee 37421","2100 Hamilton Place Boulevard, Chattanooga, Tennessee 37421",35.0347234,-85.1596025
1001 Airport Road,"Chattanooga, Tennessee 37421-2271","1001 Airport Road, Chattanooga, Tennessee 37421-2271",35.0374963,-85.197097
377 West Jackson Street,"Cookeville, Tennessee 38501-5930","377 West Jackson Street, Cookeville, Tennessee 38501-5930",36.1570558,-85.5179755
2444  Genesis Road,"Crossville, Tennessee 38571","2444  Genesis Road, Crossville, Tennessee 38571",35.9850426,-85.0103247
100 Barzani Blvd,"Dickson, Tennessee 37055-0000","100 Barzani Blvd, Dickson, Tennessee 37055-0000",36.0188462,-87.3332131
217  Indian Lake Boulevard,"Hendersonville , Tennessee 37075","217  Indian Lake Boulevard, Hendersonville , Tennessee 37075",36.3216435,-86.6015705
56 Casey Jones Lane,"Jackson, Tennessee 38305-2481","56 Casey Jones Lane, Jackson, Tennessee 38305-2481",35.6600588,-88.8564806
300  Kimball Crossing Drive,"Kimball, Tennessee 37347","300  Kimball Crossing Drive, Kimball, Tennessee 37347",35.0397939,-85.685062
10936 Parkside Dr,"Knoxville, Tennessee 37934-1958","10936 Parkside Dr, Knoxville, Tennessee 37934-1958",35.9022925,-84.1484105
250 Brookview Centre Way,"Knoxville, Tennessee 37919","250 Brookview Centre Way, Knoxville, Tennessee 37919",35.9364561,-84.00423
2224 Hillsboro Blvd.,"Manchester, Tennessee 37355","2224 Hillsboro Blvd., Manchester, Tennessee 37355",35.4589122,-86.0570424
2765 North Germantown Parkway,"Memphis, Tennessee 38133","2765 North Germantown Parkway, Memphis, Tennessee 38133",35.2024146,-89.7947197
6073 Park Avenue,"Memphis, Tennessee 38119-5322","6073 Park Avenue, Memphis, Tennessee 38119-5322",35.0990922,-89.8602869
754 W Main St,"Monteagle, Tennessee 37356","754 W Main St, Monteagle, Tennessee 37356",35.2375,-85.8502778
48 Old Pleasant Grove Road,"Mount Juliet, Tennessee 37122","48 Old Pleasant Grove Road, Mount Juliet, Tennessee 37122",36.1738011,-86.5136964
500 11th Ave N,"Nashville, Tennessee 37203","500 11th Ave N, Nashville, Tennessee 37203",36.1637987,-86.7912215
6814 Charlotte Pike,"Nashville, Tennessee 37209","6814 Charlotte Pike, Nashville, Tennessee 37209",36.1350907,-86.8914504
61 East Thompson Lane,"Nashville, Tennessee 37211","61 East Thompson Lane, Nashville, Tennessee 37211",36.1109362,-86.7246629
2655 Teaster Lane,"Pigeon Forge, Tennessee 37863","2655 Teaster Lane, Pigeon Forge, Tennessee 37863",35.8058536,-83.5696409
I-35,"Abbott, Texas 76621","I-35, Abbott, Texas 76621",31.8825106,-97.0828686
3313 I-35W,"Alvarado, Texas 76009","3313 I-35W, Alvarado, Texas 76009",32.4638966,-97.2648382
8231 West Amarillo Blvd.,"Amarillo, Texas 79124-2106","8231 West Amarillo Blvd., Amarillo, Texas 79124-2106",35.1894038,-101.9306135
8507 East Interstate 40,"Amarillo , Texas 79118","8507 East Interstate 40, Amarillo , Texas 79118",35.1930914,-101.7440583
1200 Ballpark Way,"Arlington, Texas 76011-5110","1200 Ballpark Way, Arlington, Texas 76011-5110",32.7553648,-97.0818986
130 E Bardin Rd,"Arlington, Texas 76018","130 E Bardin Rd, Arlington, Texas 76018",32.669865,-97.1138658
5601 Brodie Lane,"Austin, Texas 78745","5601 Brodie Lane, Austin, Texas 78745",30.2260723,-97.8211589
11410 Century Oaks Terrace,"Austin, Texas 78758","11410 Century Oaks Terrace, Austin, Texas 78758",30.4020887,-97.7267103
12200  FM 969,"Austin, Texas 78724","12200  FM 969, Austin, Texas 78724",30.2551113,-97.605455
9500 S IH 35 Frontage Road,"Austin, Texas 78748","9500 S IH 35 Frontage Road, Austin, Texas 78748",30.1630121,-97.7940702
2201 E Ben White Blvd,"Austin, Texas 78744","2201 E Ben White Blvd, Austin, Texas 78744",30.2154306,-97.7424354
9607 Research Boulevard,"Austin, Texas 78759","9607 Research Boulevard, Austin, Texas 78759",30.3884393,-97.7409913
1603 South Congress Avenue,"Austin, Texas 78704","1603 South Congress Avenue, Austin, Texas 78704",30.2473651,-97.7501159
6406 N. Interstate 35 Frontage Road,"Austin, Texas 78752-0000","6406 N. Interstate 35 Frontage Road, Austin, Texas 78752-0000",30.324975,-97.7076432
4080  East Freeway,"Baytown , Texas 77521","4080  East Freeway, Baytown , Texas 77521",29.8003521,-94.9995046
12770 Shops Parkway,"Bee Cave, Texas 78738","12770 Shops Parkway, Bee Cave, Texas 78738",30.3059381,-97.9406561
2155 Paredes Line Road,"Brownsville, Texas 78521","2155 Paredes Line Road, Brownsville, Texas 78521",25.9500849,-97.4885196
1700 TX-71,"Bastrop, Texas 78602","1700 TX-71, Bastrop, Texas 78602",30.1070467,-97.3058242
1001 1001 E Whitestone Blvd,"Cedar Park, Texas 78613","1001 1001 E Whitestone Blvd, Cedar Park, Texas 78613",30.5251592,-97.8188322
947  West Saint Mary's Street,"Centerville, Texas 75833","947  West Saint Mary's Street, Centerville, Texas 75833",31.2584929,-95.9859259
16311 East Fwy.,"Channelview, Texas 77530-4319","16311 East Fwy., Channelview, Texas 77530-4319",29.784476,-95.1099668
1300 Ave F NW,"Childress, Texas 79201-3414","1300 Ave F NW, Childress, Texas 79201-3414",34.4322581,-100.2181984
16851 IH 20,"Cisco, Texas 76437","16851 IH 20, Cisco, Texas 76437",32.3881861,-98.9792336
1900 Texas Avenue South,"College Station, Texas 77840","1900 Texas Avenue South, College Station, Texas 77840",30.6126261,-96.3189192
2535 Texas 71,"Columbus, Texas 78934-9206","2535 Texas 71, Columbus, Texas 78934-9206",29.6901563,-96.5380206
4938  South Staples Street,"Corpus Christi , Texas 78412","4938  South Staples Street, Corpus Christi , Texas 78412",27.7094598,-97.3682001
2035 Interstate 45 Frontage Road,"Corsicana, Texas 75110-9112","2035 Interstate 45 Frontage Road, Corsicana, Texas 75110-9112",32.1536713,-96.4685569
4880 Mountain Creek Pkwy,"Dallas, Texas 75236","4880 Mountain Creek Pkwy, Dallas, Texas 75236",32.6727305,-96.9679574
9740 North Central Expressway,"Dallas, Texas 75231-4302","9740 North Central Expressway, Dallas, Texas 75231-4302",32.8809521,-96.7693006
8080 Park Lane,"Dallas, Texas 75231","8080 Park Lane, Dallas, Texas 75231",32.8693368,-96.7683876
12201 Pearce Lane,"Del Valle , Texas 78617","12201 Pearce Lane, Del Valle , Texas 78617",30.1721654,-97.6304207
4300 TX-91,"Denison, Texas 75020","4300 TX-91, Denison, Texas 75020",33.7936891,-96.5551676
2700 West University Drive,"Denton, Texas 76201-1610","2700 West University Drive, Denton, Texas 76201-1610",33.2307133,-97.1668205
2800  S I- 35,"Denton , Texas 76210","2800  S I- 35, Denton , Texas 76210",33.1807274,-97.1024236
13810 Sawyer Ranch Rd,"Dripping Springs, Texas 78620","13810 Sawyer Ranch Rd, Dripping Springs, Texas 78620",30.1958239,-97.9981425
6401 South Desert Boulevard,"El Paso, Texas 79932-8515","6401 South Desert Boulevard, El Paso, Texas 79932-8515",31.8834941,-106.583423
1415 FM 609,"Flatonia, Texas 78941","1415 FM 609, Flatonia, Texas 78941",29.7761392,-97.0315354
2571 North Front Street,"Fort Stockton, Texas 79735","2571 North Front Street, Fort Stockton, Texas 79735",30.905911,-102.885642
2616 Whitmore Street,"Fort Worth, Texas 76107","2616 Whitmore Street, Fort Worth, Texas 76107",32.758363,-97.353521
1015 W University Ave,"Georgetown, Texas 78628","1015 W University Ave, Georgetown, Texas 78628",30.6300044,-97.6961914
3025 East Austin Street,"Giddings, Texas 78942","3025 East Austin Street, Giddings, Texas 78942",30.1785359,-96.9064365
477 E Northwest Hwy,"Grapevine, Texas 76051","477 E Northwest Hwy, Grapevine, Texas 76051",32.9411425,-97.0735558
1001 Northwest Highway,"Grapevine, Texas 76051","1001 Northwest Highway, Grapevine, Texas 76051",32.9417075,-97.0663185
312 N Rice St,"Hamilton, Texas 76531","312 N Rice St, Hamilton, Texas 76531",31.7060994,-98.1228476
6710 West Expy 83,"Harlingen , Texas 78552","6710 West Expy 83, Harlingen , Texas 78552",26.1883265,-97.7561936
237 Frontage Road,"Henrietta, Texas 76365","237 Frontage Road, Henrietta, Texas 76365",33.8006353,-98.1963163
10850 Louetta Road,"Houston, Texas 77070","10850 Louetta Road, Houston, Texas 77070",29.997778,-95.5757991
9633 9633 Westheimer Road,"Houston, Texas 77063","9633 9633 Westheimer Road, Houston, Texas 77063",29.7362161,-95.5375394
14620 Northwest Freeway,"Houston, Texas 77040","14620 Northwest Freeway, Houston, Texas 77040",29.8669976,-95.5382697
5085 5085 Westheimer Road,"Houston, Texas 77056","5085 5085 Westheimer Road, Houston, Texas 77056",29.7384325,-95.4629644
148 Interstate 45,"Huntsville, Texas 77340-4236","148 Interstate 45, Huntsville, Texas 77340-4236",30.7155839,-95.5660049
1021 Dale Evans Drive,"Italy, Texas 76651","1021 Dale Evans Drive, Italy, Texas 76651",32.1941495,-96.8987887
405  US-281,"Johnson City , Texas 78636","405  US-281, Johnson City , Texas 78636",30.2703659,-98.3976929
2415 N Main Street,"Junction, Texas 76849-3104","2415 N Main Street, Junction, Texas 76849-3104",30.509255,-99.7743169
27700 Katy Freeway,"Katy, Texas 77494","27700 Katy Freeway, Katy, Texas 77494",29.7790711,-95.8457177
25675 Nelson Way,"Katy, Texas 77494","25675 Nelson Way, Katy, Texas 77494",29.7745541,-95.8198397
2400 South US Hwy 77,"Kingsville, Texas 78363-2844","2400 South US Hwy 77, Kingsville, Texas 78363-2844",27.5374175,-97.8330486
151 Evans Drive,"Kyle, Texas 78640","151 Evans Drive, Kyle, Texas 78640",30.0127541,-97.8622442
110 Calle Del Norte Drive,"Laredo, Texas 78041-9143","110 Calle Del Norte Drive, Laredo, Texas 78041-9143",27.5552806,-99.494748
24165 I-10 #300,"San Antonio, Texas 78257","24165 I-10 #300, San Antonio, Texas 78257",29.6647893,-98.6321623
17044 I-20,"Lindale, Texas 75771-5771","17044 I-20, Lindale, Texas 75771-5771",32.4708861,-95.4506617
117 East Main Street,"Llano, Texas 78643","117 East Main Street, Llano, Texas 78643",30.7504653,-98.6749588
6544  82nd Street,"Lubbock, Texas 79424","6544  82nd Street, Lubbock, Texas 79424",33.5203948,-101.961764
10070 I-10,"Luling, Texas 78658","10070 I-10, Luling, Texas 78658",29.6511847,-97.5923467
205  I-45,"Madisonville, Texas 77864","205  I-45, Madisonville, Texas 77864",30.9655301,-95.8805656
800 Convention Center Blvd.,"McAllen, Texas 78501-0018","800 Convention Center Blvd., McAllen, Texas 78501-0018",26.1986345,-98.2608605
3530 W University Dr,"McKinney, Texas 75071","3530 W University Dr, McKinney, Texas 75071",33.2179307,-96.6572543
7701 Stacy Rd,"McKinney, Texas 75070","7701 Stacy Rd, McKinney, Texas 75070",33.1514701,-96.7171841
1550 Central Expressway,"Melissa, Texas 75454","1550 Central Expressway, Melissa, Texas 75454",33.2714936,-96.5916787
3001 Antelope Trail,"Midland, Texas 79706-3525","3001 Antelope Trail, Midland, Texas 79706-3525",31.9470255,-102.1409885
2615 NW Stallings Dr,"Nacogdoches, Texas 75964-2629","2615 NW Stallings Dr, Nacogdoches, Texas 75964-2629",31.6517711,-94.6789759
2760  I-35,"New Braunfels  , Texas 78130","2760  I-35, New Braunfels  , Texas 78130",29.7263464,-98.078351
22118 1/2 Market Pl Dr,"New Caney, Texas 77357","22118 1/2 Market Pl Dr, New Caney, Texas 77357",30.1315521,-95.2380815
8245 Precinct Line Rd,"North Richland Hills, Texas 76182","8245 Precinct Line Rd, North Richland Hills, Texas 76182",32.9064352,-97.1880764
1307 Ave. A,"Ozona, Texas 76943","1307 Ave. A, Ozona, Texas 76943",30.7067497,-101.1962483
100 East Pinehurst Street,"Pecos, Texas 79772","100 East Pinehurst Street, Pecos, Texas 79772",31.297191,-103.632257
6101 Windhaven Pkwy,"Plano, Texas 75093","6101 Windhaven Pkwy, Plano, Texas 75093",33.0563214,-96.8322727
7161 Bishop Road,"Plano, Texas 75024","7161 Bishop Road, Plano, Texas 75024",33.075505,-96.8218419
1201 W 11th St,"Quanah, Texas 79252","1201 W 11th St, Quanah, Texas 79252",34.2919752,-99.7555452
200 S I-35,"Red Oak, Texas 75154","200 S I-35, Red Oak, Texas 75154",32.5166022,-96.8209389
20500 Southwest Freeway,"Richmond, Texas 77469","20500 Southwest Freeway, Richmond, Texas 77469",29.5613814,-95.6956834
110  North Interstate Highway 35,"Round Rock, Texas 78681","110  North Interstate Highway 35, Round Rock, Texas 78681",30.5085305,-97.6877311
5005 I-30,"Royse City, Texas 75189","5005 I-30, Royse City, Texas 75189",32.9792639,-96.2949132
123 North Loop 1604 East,"San Antonio , Texas 78232","123 North Loop 1604 East, San Antonio , Texas 78232",29.610307,-98.4887493
11745 I-10,"San Antonio, Texas 78230","11745 I-10, San Antonio, Texas 78230",29.5504899,-98.5842088
3939 Interstate 35,"San Marcos, Texas 78666-9378","3939 Interstate 35, San Marcos, Texas 78666-9378",29.8296534,-97.9820213
17460 IH 35 N,"Schertz, Texas 78154","17460 IH 35 N, Schertz, Texas 78154",29.5974628,-98.2777123
107 East 12th Street,"Shamrock, Texas 79079-1616","107 East 12th Street, Shamrock, Texas 79079-1616",35.2268733,-100.2483991
8888  Metropark Drive,"Shenandoah, Texas 77385","8888  Metropark Drive, Shenandoah, Texas 77385",30.1949424,-95.4530013
19073 I-45,"Shenandoah, Texas 77385","19073 I-45, Shenandoah, Texas 77385",30.1888209,-95.4513268
100 Padre Blvd,"South Padre Island, Texas 78597","100 Padre Blvd, South Padre Island, Texas 78597",26.081384,-97.1609289
261 North Carroll Avenue,"Southlake, Texas 76092","261 North Carroll Avenue, Southlake, Texas 76092",32.9435115,-97.1338663
2102-2180 Spring Stuebner Road,"Spring, Texas 77389","2102-2180 Spring Stuebner Road, Spring, Texas 77389",30.0845187,-95.4482972
300 W Tomlinson Street,"Sulphur Springs, Texas 75482-2717","300 W Tomlinson Street, Sulphur Springs, Texas 75482-2717",33.1370776,-95.6033042
300 SE Georgia Ave.,"Sweetwater, Texas 79556-8248","300 SE Georgia Ave., Sweetwater, Texas 79556-8248",32.4509415,-100.3923682
4155 N General Bruce Dr,"Temple, Texas 76501","4155 N General Bruce Dr, Temple, Texas 76501",31.1361662,-97.3292307
506 I-20,"Terrell, Texas 75160","506 I-20, Terrell, Texas 75160",32.7167535,-96.3212223
